pozo,instancia,t_min,p_antes_choke,p_arbol,p_anular,p_gaslift,t_despues_choke,etiqueta
WELL-00023,WELL-00023_20181014121654,3666.0,41.22338,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3666.5,40.99005,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3667.0,40.67338,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3667.5,40.80065,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3668.0,41.00065,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3668.5,41.00899,,,175.0265,,transitorio
WELL-00023,WELL-00023_20181014121654,3669.0,41.02641,,,175.0374,,transitorio
WELL-00023,WELL-00023_20181014121654,3669.5,40.88475,,,175.0665,,transitorio
WELL-00023,WELL-00023_20181014121654,3670.0,40.4999,,,175.0738,,transitorio
WELL-00023,WELL-00023_20181014121654,3670.5,40.75975,,,175.0811,,transitorio
WELL-00023,WELL-00023_20181014121654,3671.0,40.93172,,,175.0883,,transitorio
WELL-00023,WELL-00023_20181014121654,3671.5,40.92149,,,175.0932,,transitorio
WELL-00023,WELL-00023_20181014121654,3672.0,41.07717,,,175.1198,,transitorio
WELL-00023,WELL-00023_20181014121654,3672.5,41.01126,,,175.1364,,transitorio
WELL-00023,WELL-00023_20181014121654,3673.0,40.96429,,,175.1601,,transitorio
WELL-00023,WELL-00023_20181014121654,3673.5,40.84156,,,175.1673,,transitorio
WELL-00023,WELL-00023_20181014121654,3674.0,40.91126,,,175.1746,,transitorio
WELL-00023,WELL-00023_20181014121654,3674.5,40.74611,,,175.1819,,transitorio
WELL-00023,WELL-00023_20181014121654,3675.0,40.66354,,,175.1998,,transitorio
WELL-00023,WELL-00023_20181014121654,3675.5,40.9499,,,175.2059,,transitorio
WELL-00023,WELL-00023_20181014121654,3676.0,40.76126,,,175.2197,,transitorio
WELL-00023,WELL-00023_20181014121654,3676.5,40.51278,,,175.2273,,transitorio
WELL-00023,WELL-00023_20181014121654,3677.0,40.11278,,,175.2394,,transitorio
WELL-00023,WELL-00023_20181014121654,3677.5,40.29156,,,175.2515,,transitorio
WELL-00023,WELL-00023_20181014121654,3678.0,40.78626,,,175.2617,,transitorio
WELL-00023,WELL-00023_20181014121654,3678.5,40.9105,,,175.2301,,transitorio
WELL-00023,WELL-00023_20181014121654,3679.0,40.54308,,,175.27,,transitorio
WELL-00023,WELL-00023_20181014121654,3679.5,40.53172,,,175.2752,,transitorio
WELL-00023,WELL-00023_20181014121654,3680.0,40.75747,,,175.2798,,transitorio
WELL-00023,WELL-00023_20181014121654,3680.5,40.57717,,,175.2798,,transitorio
WELL-00023,WELL-00023_20181014121654,3681.0,40.50823,,,175.3212,,transitorio
WELL-00023,WELL-00023_20181014121654,3681.5,40.76505,,,175.3264,,transitorio
WELL-00023,WELL-00023_20181014121654,3682.0,40.82262,,,175.3316,,transitorio
WELL-00023,WELL-00023_20181014121654,3682.5,40.73475,,,175.3501,,transitorio
WELL-00023,WELL-00023_20181014121654,3683.0,40.61278,,,175.3598,,transitorio
WELL-00023,WELL-00023_20181014121654,3683.5,40.52414,,,175.3643,,transitorio
WELL-00023,WELL-00023_20181014121654,3684.0,40.32944,,,175.3695,,transitorio
WELL-00023,WELL-00023_20181014121654,3684.5,40.58853,,,175.3747,,transitorio
WELL-00023,WELL-00023_20181014121654,3685.0,40.73702,,,175.3799,,transitorio
WELL-00023,WELL-00023_20181014121654,3685.5,40.40293,,,175.3851,,transitorio
WELL-00023,WELL-00023_20181014121654,3686.0,40.81959,,,175.3998,,transitorio
WELL-00023,WELL-00023_20181014121654,3686.5,40.85823,,,175.417,,transitorio
WELL-00023,WELL-00023_20181014121654,3687.0,40.96202,,,175.4231,,transitorio
WELL-00023,WELL-00023_20181014121654,3687.5,40.87035,,,175.4383,,transitorio
WELL-00023,WELL-00023_20181014121654,3688.0,40.5999,,,175.4656,,transitorio
WELL-00023,WELL-00023_20181014121654,3688.5,40.74232,,,175.4665,,transitorio
WELL-00023,WELL-00023_20181014121654,3689.0,40.92414,,,175.4665,,transitorio
WELL-00023,WELL-00023_20181014121654,3689.5,40.96581,,,175.4665,,transitorio
WELL-00023,WELL-00023_20181014121654,3690.0,40.85975,,,175.4665,,transitorio
WELL-00023,WELL-00023_20181014121654,3690.5,40.69687,,,175.4738,,transitorio
WELL-00023,WELL-00023_20181014121654,3691.0,40.74156,,,175.4895,,transitorio
WELL-00023,WELL-00023_20181014121654,3691.5,40.61884,,,175.4932,,transitorio
WELL-00023,WELL-00023_20181014121654,3692.0,40.61656,,,175.5198,,transitorio
WELL-00023,WELL-00023_20181014121654,3692.5,40.40899,,,175.5198,,transitorio
WELL-00023,WELL-00023_20181014121654,3693.0,40.57717,,,175.5198,,transitorio
WELL-00023,WELL-00023_20181014121654,3693.5,40.62793,,,175.5198,,transitorio
WELL-00023,WELL-00023_20181014121654,3694.0,40.91581,,,175.5477,,transitorio
WELL-00023,WELL-00023_20181014121654,3694.5,40.9605,,,175.5689,,transitorio
WELL-00023,WELL-00023_20181014121654,3695.0,40.72793,,,175.5865,,transitorio
WELL-00023,WELL-00023_20181014121654,3695.5,40.64914,,,175.5865,,transitorio
WELL-00023,WELL-00023_20181014121654,3696.0,40.85975,,,175.5926,,transitorio
WELL-00023,WELL-00023_20181014121654,3696.5,40.77717,,,175.5901,,transitorio
WELL-00023,WELL-00023_20181014121654,3697.0,40.53929,,,175.6265,,transitorio
WELL-00023,WELL-00023_20181014121654,3697.5,40.64156,,,175.6532,,transitorio
WELL-00023,WELL-00023_20181014121654,3698.0,40.6499,,,175.6532,,transitorio
WELL-00023,WELL-00023_20181014121654,3698.5,40.44611,,,175.6532,,transitorio
WELL-00023,WELL-00023_20181014121654,3699.0,40.98854,,,175.6532,,transitorio
WELL-00023,WELL-00023_20181014121654,3699.5,40.86429,,,175.672,,transitorio
WELL-00023,WELL-00023_20181014121654,3700.0,40.83626,,,175.6798,,transitorio
WELL-00023,WELL-00023_20181014121654,3700.5,40.91656,,,175.7201,,transitorio
WELL-00023,WELL-00023_20181014121654,3701.0,40.90899,,,175.7282,,transitorio
WELL-00023,WELL-00023_20181014121654,3701.5,41.02944,,,175.7363,,transitorio
WELL-00023,WELL-00023_20181014121654,3702.0,41.1855,,,175.7444,,transitorio
WELL-00023,WELL-00023_20181014121654,3702.5,40.92035,,,175.7465,,transitorio
WELL-00023,WELL-00023_20181014121654,3703.0,40.4499,,,175.7542,,transitorio
WELL-00023,WELL-00023_20181014121654,3703.5,40.76656,,,175.7695,,transitorio
WELL-00023,WELL-00023_20181014121654,3704.0,40.79611,,,175.7865,,transitorio
WELL-00023,WELL-00023_20181014121654,3704.5,40.62944,,,175.7986,,transitorio
WELL-00023,WELL-00023_20181014121654,3705.0,40.76808,,,175.795,,transitorio
WELL-00023,WELL-00023_20181014121654,3705.5,40.80217,,,175.8132,,transitorio
WELL-00023,WELL-00023_20181014121654,3706.0,40.29763,,,175.8168,,transitorio
WELL-00023,WELL-00023_20181014121654,3706.5,41.09914,,,175.8612,,transitorio
WELL-00023,WELL-00023_20181014121654,3707.0,41.30747,,,175.8675,,transitorio
WELL-00023,WELL-00023_20181014121654,3707.5,40.95217,,,175.8727,,transitorio
WELL-00023,WELL-00023_20181014121654,3708.0,40.69762,,,175.8779,,transitorio
WELL-00023,WELL-00023_20181014121654,3708.5,41.16656,,,175.8798,,transitorio
WELL-00023,WELL-00023_20181014121654,3709.0,40.76353,,,175.9053,,transitorio
WELL-00023,WELL-00023_20181014121654,3709.5,41.21884,,,175.9281,,transitorio
WELL-00023,WELL-00023_20181014121654,3710.0,41.12944,,,175.9385,,transitorio
WELL-00023,WELL-00023_20181014121654,3710.5,40.99763,,,175.938,,transitorio
WELL-00023,WELL-00023_20181014121654,3711.0,41.04687,,,175.9513,,transitorio
WELL-00023,WELL-00023_20181014121654,3711.5,40.91884,,,175.9656,,transitorio
WELL-00023,WELL-00023_20181014121654,3712.0,40.64459,,,175.9802,,transitorio
WELL-00023,WELL-00023_20181014121654,3712.5,40.10672,,,175.9865,,transitorio
WELL-00023,WELL-00023_20181014121654,3713.0,40.63626,,,176.015,,transitorio
WELL-00023,WELL-00023_20181014121654,3713.5,40.98475,,,176.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3714.0,40.5999,,,176.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3714.5,40.36126,,,176.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3715.0,40.57262,,,176.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3715.5,40.78172,,,176.0653,,transitorio
WELL-00023,WELL-00023_20181014121654,3716.0,40.8802,,,176.0701,,transitorio
WELL-00023,WELL-00023_20181014121654,3716.5,40.76505,,,176.0762,,transitorio
WELL-00023,WELL-00023_20181014121654,3717.0,40.73247,,,176.0798,,transitorio
WELL-00023,WELL-00023_20181014121654,3717.5,40.57679,,,176.1126,,transitorio
WELL-00023,WELL-00023_20181014121654,3718.0,40.69156,,,176.1241,,transitorio
WELL-00023,WELL-00023_20181014121654,3718.5,40.65217,,,176.1286,,transitorio
WELL-00023,WELL-00023_20181014121654,3719.0,40.62111,,,176.1332,,transitorio
WELL-00023,WELL-00023_20181014121654,3719.5,40.90823,,,176.1465,,transitorio
WELL-00023,WELL-00023_20181014121654,3720.0,40.87111,,,176.1598,,transitorio
WELL-00023,WELL-00023_20181014121654,3720.5,40.60899,,,176.1889,,transitorio
WELL-00023,WELL-00023_20181014121654,3721.0,40.61959,,,176.1877,,transitorio
WELL-00023,WELL-00023_20181014121654,3721.5,40.66353,,,176.1865,,transitorio
WELL-00023,WELL-00023_20181014121654,3722.0,40.6052,,,176.2132,,transitorio
WELL-00023,WELL-00023_20181014121654,3722.5,40.42338,,,176.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3723.0,40.63778,,,176.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3723.5,40.84308,,,176.2604,,transitorio
WELL-00023,WELL-00023_20181014121654,3724.0,40.41202,,,176.2741,,transitorio
WELL-00023,WELL-00023_20181014121654,3724.5,40.57641,,,176.2865,,transitorio
WELL-00023,WELL-00023_20181014121654,3725.0,40.3249,,,176.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3725.5,40.39762,,,176.3264,,transitorio
WELL-00023,WELL-00023_20181014121654,3726.0,40.54535,,,176.3356,,transitorio
WELL-00023,WELL-00023_20181014121654,3726.5,40.47035,,,176.3465,,transitorio
WELL-00023,WELL-00023_20181014121654,3727.0,40.36732,,,176.3598,,transitorio
WELL-00023,WELL-00023_20181014121654,3727.5,40.74232,,,176.378,,transitorio
WELL-00023,WELL-00023_20181014121654,3728.0,40.87641,,,176.3744,,transitorio
WELL-00023,WELL-00023_20181014121654,3728.5,40.76126,,,176.3865,,transitorio
WELL-00023,WELL-00023_20181014121654,3729.0,40.86354,,,176.4011,,transitorio
WELL-00023,WELL-00023_20181014121654,3729.5,40.59838,,,176.4544,,transitorio
WELL-00023,WELL-00023_20181014121654,3730.0,40.5605,,,176.4665,,transitorio
WELL-00023,WELL-00023_20181014121654,3730.5,40.7499,,,176.4726,,transitorio
WELL-00023,WELL-00023_20181014121654,3731.0,40.79611,,,176.4786,,transitorio
WELL-00023,WELL-00023_20181014121654,3731.5,40.60596,,,176.498,,transitorio
WELL-00023,WELL-00023_20181014121654,3732.0,40.39232,,,176.5249,,transitorio
WELL-00023,WELL-00023_20181014121654,3732.5,40.74535,,,176.5322,,transitorio
WELL-00023,WELL-00023_20181014121654,3733.0,40.86959,,,176.5556,,transitorio
WELL-00023,WELL-00023_20181014121654,3733.5,40.76429,,,176.5598,,transitorio
WELL-00023,WELL-00023_20181014121654,3734.0,40.65899,,,176.5671,,transitorio
WELL-00023,WELL-00023_20181014121654,3734.5,40.71505,,,176.5865,,transitorio
WELL-00023,WELL-00023_20181014121654,3735.0,40.34232,,,176.6186,,transitorio
WELL-00023,WELL-00023_20181014121654,3735.5,40.63172,,,176.6532,,transitorio
WELL-00023,WELL-00023_20181014121654,3736.0,40.7999,,,176.657,,transitorio
WELL-00023,WELL-00023_20181014121654,3736.5,40.74156,,,176.6631,,transitorio
WELL-00023,WELL-00023_20181014121654,3737.0,40.76202,,,176.6665,,transitorio
WELL-00023,WELL-00023_20181014121654,3737.5,40.39156,,,176.6786,,transitorio
WELL-00023,WELL-00023_20181014121654,3738.0,40.6302,,,176.6798,,transitorio
WELL-00023,WELL-00023_20181014121654,3738.5,40.74308,,,176.6798,,transitorio
WELL-00023,WELL-00023_20181014121654,3739.0,40.72187,,,176.6798,,transitorio
WELL-00023,WELL-00023_20181014121654,3739.5,40.46202,,,176.7126,,transitorio
WELL-00023,WELL-00023_20181014121654,3740.0,40.73247,,,176.7344,,transitorio
WELL-00023,WELL-00023_20181014121654,3740.5,40.88929,,,176.7508,,transitorio
WELL-00023,WELL-00023_20181014121654,3741.0,40.66884,,,176.756,,transitorio
WELL-00023,WELL-00023_20181014121654,3741.5,40.66656,,,176.7598,,transitorio
WELL-00023,WELL-00023_20181014121654,3742.0,40.49308,,,176.7598,,transitorio
WELL-00023,WELL-00023_20181014121654,3742.5,40.19914,,,176.7865,,transitorio
WELL-00023,WELL-00023_20181014121654,3743.0,40.91656,,,176.7865,,transitorio
WELL-00023,WELL-00023_20181014121654,3743.5,40.97868,,,176.8099,,transitorio
WELL-00023,WELL-00023_20181014121654,3744.0,40.50066,,,176.8132,,transitorio
WELL-00023,WELL-00023_20181014121654,3744.5,40.63626,,,176.8132,,transitorio
WELL-00023,WELL-00023_20181014121654,3745.0,40.74914,,,176.8532,,transitorio
WELL-00023,WELL-00023_20181014121654,3745.5,40.62566,,,176.8532,,transitorio
WELL-00023,WELL-00023_20181014121654,3746.0,40.63626,,,176.8532,,transitorio
WELL-00023,WELL-00023_20181014121654,3746.5,40.65444,,,176.8532,,transitorio
WELL-00023,WELL-00023_20181014121654,3747.0,40.55823,,,176.8689,,transitorio
WELL-00023,WELL-00023_20181014121654,3747.5,40.88475,,,176.878,,transitorio
WELL-00023,WELL-00023_20181014121654,3748.0,40.75066,,,176.8822,,transitorio
WELL-00023,WELL-00023_20181014121654,3748.5,40.18247,,,176.881,,transitorio
WELL-00023,WELL-00023_20181014121654,3749.0,40.64535,,,176.9198,,transitorio
WELL-00023,WELL-00023_20181014121654,3749.5,40.8355,,,176.9198,,transitorio
WELL-00023,WELL-00023_20181014121654,3750.0,40.81278,,,176.9198,,transitorio
WELL-00023,WELL-00023_20181014121654,3750.5,40.49687,,,176.9465,,transitorio
WELL-00023,WELL-00023_20181014121654,3751.0,40.26278,,,176.9598,,transitorio
WELL-00023,WELL-00023_20181014121654,3751.5,40.77944,,,176.9674,,transitorio
WELL-00023,WELL-00023_20181014121654,3752.0,40.73853,,,176.9765,,transitorio
WELL-00023,WELL-00023_20181014121654,3752.5,40.40823,,,176.9856,,transitorio
WELL-00023,WELL-00023_20181014121654,3753.0,40.59838,,,176.9865,,transitorio
WELL-00023,WELL-00023_20181014121654,3753.5,40.43929,,,176.9865,,transitorio
WELL-00023,WELL-00023_20181014121654,3754.0,40.58854,,,177.0107,,transitorio
WELL-00023,WELL-00023_20181014121654,3754.5,40.66959,,,177.0132,,transitorio
WELL-00023,WELL-00023_20181014121654,3755.0,40.74611,,,177.0132,,transitorio
WELL-00023,WELL-00023_20181014121654,3755.5,40.71808,,,177.0132,,transitorio
WELL-00023,WELL-00023_20181014121654,3756.0,40.74762,,,177.0132,,transitorio
WELL-00023,WELL-00023_20181014121654,3756.5,40.62565,,,177.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3757.0,40.63172,,,177.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3757.5,40.76732,,,177.0532,,transitorio
WELL-00023,WELL-00023_20181014121654,3758.0,40.75823,,,177.0556,,transitorio
WELL-00023,WELL-00023_20181014121654,3758.5,40.7855,,,177.0647,,transitorio
WELL-00023,WELL-00023_20181014121654,3759.0,40.55596,,,177.0666,,transitorio
WELL-00023,WELL-00023_20181014121654,3759.5,40.55747,,,177.0683,,transitorio
WELL-00023,WELL-00023_20181014121654,3760.0,40.74156,,,177.0699,,transitorio
WELL-00023,WELL-00023_20181014121654,3760.5,40.62565,,,177.0716,,transitorio
WELL-00023,WELL-00023_20181014121654,3761.0,40.4749,,,177.0732,,transitorio
WELL-00023,WELL-00023_20181014121654,3761.5,40.52414,,,177.0749,,transitorio
WELL-00023,WELL-00023_20181014121654,3762.0,40.87262,,,177.0765,,transitorio
WELL-00023,WELL-00023_20181014121654,3762.5,40.46959,,,177.0782,,transitorio
WELL-00023,WELL-00023_20181014121654,3763.0,40.50899,,,177.0798,,transitorio
WELL-00023,WELL-00023_20181014121654,3763.5,40.54156,,,177.0798,,transitorio
WELL-00023,WELL-00023_20181014121654,3764.0,40.7605,,,177.0798,,transitorio
WELL-00023,WELL-00023_20181014121654,3764.5,40.83247,,,177.115,,transitorio
WELL-00023,WELL-00023_20181014121654,3765.0,40.51959,,,177.1218,,transitorio
WELL-00023,WELL-00023_20181014121654,3765.5,40.52793,,,177.1279,,transitorio
WELL-00023,WELL-00023_20181014121654,3766.0,40.67111,,,177.138,,transitorio
WELL-00023,WELL-00023_20181014121654,3766.5,41.02035,,,177.1465,,transitorio
WELL-00023,WELL-00023_20181014121654,3767.0,40.8302,,,177.1465,,transitorio
WELL-00023,WELL-00023_20181014121654,3767.5,40.46126,,,177.1465,,transitorio
WELL-00023,WELL-00023_20181014121654,3768.0,40.61656,,,177.1501,,transitorio
WELL-00023,WELL-00023_20181014121654,3768.5,40.63475,,,177.1732,,transitorio
WELL-00023,WELL-00023_20181014121654,3769.0,40.80823,,,177.1865,,transitorio
WELL-00023,WELL-00023_20181014121654,3769.5,40.82414,,,177.1865,,transitorio
WELL-00023,WELL-00023_20181014121654,3770.0,40.61732,,,177.1944,,transitorio
WELL-00023,WELL-00023_20181014121654,3770.5,40.62338,,,177.1998,,transitorio
WELL-00023,WELL-00023_20181014121654,3771.0,40.55217,,,177.195,,transitorio
WELL-00023,WELL-00023_20181014121654,3771.5,40.60596,,,177.2047,,transitorio
WELL-00023,WELL-00023_20181014121654,3772.0,40.81581,,,177.2178,,transitorio
WELL-00023,WELL-00023_20181014121654,3772.5,40.89459,,,177.2239,,transitorio
WELL-00023,WELL-00023_20181014121654,3773.0,40.64611,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3773.5,40.74156,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3774.0,40.67262,,,177.2443,,transitorio
WELL-00023,WELL-00023_20181014121654,3774.5,40.16656,,,177.2322,,transitorio
WELL-00023,WELL-00023_20181014121654,3775.0,40.50066,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3775.5,40.76656,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3776.0,40.94005,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3776.5,41.08702,,,177.2536,,transitorio
WELL-00023,WELL-00023_20181014121654,3777.0,40.9802,,,177.2555,,transitorio
WELL-00023,WELL-00023_20181014121654,3777.5,40.77414,,,177.2574,,transitorio
WELL-00023,WELL-00023_20181014121654,3778.0,40.96505,,,177.2594,,transitorio
WELL-00023,WELL-00023_20181014121654,3778.5,40.58323,,,177.2613,,transitorio
WELL-00023,WELL-00023_20181014121654,3779.0,40.86429,,,177.2632,,transitorio
WELL-00023,WELL-00023_20181014121654,3779.5,40.80141,,,177.2651,,transitorio
WELL-00023,WELL-00023_20181014121654,3780.0,40.3249,,,177.2568,,transitorio
WELL-00023,WELL-00023_20181014121654,3780.5,40.88702,,,177.2592,,transitorio
WELL-00023,WELL-00023_20181014121654,3781.0,40.80065,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3781.5,40.85899,,,177.2653,,transitorio
WELL-00023,WELL-00023_20181014121654,3782.0,40.66581,,,177.2617,,transitorio
WELL-00023,WELL-00023_20181014121654,3782.5,40.77944,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3783.0,40.70065,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3783.5,40.65899,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3784.0,40.54535,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3784.5,40.88702,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3785.0,41.05823,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3785.5,40.96656,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3786.0,40.83096,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3786.5,40.66732,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3787.0,40.35596,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3787.5,40.77414,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3788.0,41.05369,,,177.2665,,transitorio
WELL-00023,WELL-00023_20181014121654,3788.5,40.81959,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3789.0,40.89081,,,177.2451,,transitorio
WELL-00023,WELL-00023_20181014121654,3789.5,40.71808,,,177.233,,transitorio
WELL-00023,WELL-00023_20181014121654,3790.0,40.86354,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3790.5,40.8605,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3791.0,40.83323,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3791.5,40.81808,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3792.0,40.60899,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3792.5,40.77262,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3793.0,41.07565,,,177.2265,,transitorio
WELL-00023,WELL-00023_20181014121654,3793.5,41.00217,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3794.0,40.90444,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3794.5,40.59762,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3795.0,40.90368,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3795.5,40.84005,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3796.0,41.04762,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3796.5,40.79156,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3797.0,40.71202,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3797.5,40.87868,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3798.0,40.91581,,,177.2785,,transitorio
WELL-00023,WELL-00023_20181014121654,3798.5,40.92111,,,177.2744,,transitorio
WELL-00023,WELL-00023_20181014121654,3799.0,40.92869,,,177.2704,,transitorio
WELL-00023,WELL-00023_20181014121654,3799.5,40.86884,,,177.2677,,transitorio
WELL-00023,WELL-00023_20181014121654,3800.0,40.92111,,,177.2556,,transitorio
WELL-00023,WELL-00023_20181014121654,3800.5,40.5249,,,177.2604,,transitorio
WELL-00023,WELL-00023_20181014121654,3801.0,40.78172,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3801.5,40.74687,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3802.0,40.68323,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3802.5,40.25747,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3803.0,40.65596,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3803.5,40.89914,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3804.0,40.58247,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3804.5,40.77035,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3805.0,40.35444,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3805.5,40.71581,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3806.0,40.75369,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3806.5,40.37414,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3807.0,40.37338,,,177.2532,,transitorio
WELL-00023,WELL-00023_20181014121654,3807.5,40.76656,,,177.2805,,transitorio
WELL-00023,WELL-00023_20181014121654,3808.0,40.77111,,,177.2815,,transitorio
WELL-00023,WELL-00023_20181014121654,3808.5,40.31959,,,177.2826,,transitorio
WELL-00023,WELL-00023_20181014121654,3809.0,40.44838,,,177.2836,,transitorio
WELL-00023,WELL-00023_20181014121654,3809.5,40.73626,,,177.2846,,transitorio
WELL-00023,WELL-00023_20181014121654,3810.0,40.58399,,,177.2857,,transitorio
WELL-00023,WELL-00023_20181014121654,3810.5,40.6105,,,177.2867,,transitorio
WELL-00023,WELL-00023_20181014121654,3811.0,40.23702,,,177.2878,,transitorio
WELL-00023,WELL-00023_20181014121654,3811.5,40.46202,,,177.2888,,transitorio
WELL-00023,WELL-00023_20181014121654,3812.0,40.8249,,,177.2898,,transitorio
WELL-00023,WELL-00023_20181014121654,3812.5,40.81353,,,177.2909,,transitorio
WELL-00023,WELL-00023_20181014121654,3813.0,40.61656,,,177.2919,,transitorio
WELL-00023,WELL-00023_20181014121654,3813.5,40.23929,,,177.2929,,transitorio
WELL-00023,WELL-00023_20181014121654,3814.0,40.40596,,,177.2907,,transitorio
WELL-00023,WELL-00023_20181014121654,3814.5,40.54762,,,177.2798,,transitorio
WELL-00023,WELL-00023_20181014121654,3815.0,40.58702,,,177.2798,,transitorio
WELL-00023,WELL-00023_20181014121654,3815.5,40.67944,,,177.2829,,transitorio
WELL-00023,WELL-00023_20181014121654,3816.0,40.75975,,,177.2864,,transitorio
WELL-00023,WELL-00023_20181014121654,3816.5,40.98626,,,177.2899,,transitorio
WELL-00023,WELL-00023_20181014121654,3817.0,40.85596,,,177.2934,,transitorio
WELL-00023,WELL-00023_20181014121654,3817.5,40.55217,,,177.297,,transitorio
WELL-00023,WELL-00023_20181014121654,3818.0,40.28247,,,177.3005,,transitorio
WELL-00023,WELL-00023_20181014121654,3818.5,40.80823,,,177.304,,transitorio
WELL-00023,WELL-00023_20181014121654,3819.0,40.91505,,,177.3075,,transitorio
WELL-00023,WELL-00023_20181014121654,3819.5,40.81353,,,177.311,,transitorio
WELL-00023,WELL-00023_20181014121654,3820.0,40.75444,,,177.3146,,transitorio
WELL-00023,WELL-00023_20181014121654,3820.5,40.53854,,,177.3181,,transitorio
WELL-00023,WELL-00023_20181014121654,3821.0,40.78475,,,177.2798,,transitorio
WELL-00023,WELL-00023_20181014121654,3821.5,40.70975,,,177.281,,transitorio
WELL-00023,WELL-00023_20181014121654,3822.0,40.45899,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3822.5,40.17111,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3823.0,40.64535,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3823.5,40.81884,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3824.0,40.7499,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3824.5,40.87793,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3825.0,40.81808,,,177.298,,transitorio
WELL-00023,WELL-00023_20181014121654,3825.5,40.66353,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3826.0,40.71505,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3826.5,40.60823,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3827.0,40.61808,,,177.3198,,transitorio
WELL-00023,WELL-00023_20181014121654,3827.5,40.48172,,,177.3198,,transitorio
