pozo,PROF,GR,RHOB,NPHI,DTC,RDEP,LITH,es_reservorio
15/9-17,1846.81,73.9,2.0508,0.5055,147.8,0.797,Shale,0
15/9-17,1846.97,74.33,2.0439,0.528,148.07,0.79,Shale,0
15/9-17,1847.12,75.26,2.043,0.5178,147.95,0.783,Shale,0
15/9-17,1847.27,77.01,2.0378,0.4829,148.17,0.779,Shale,0
15/9-17,1847.42,74.04,2.0371,0.4935,148.33,0.775,Shale,0
15/9-17,1847.57,71.44,2.0354,0.5358,148.35,0.775,Shale,0
15/9-17,1847.73,72.75,2.0386,0.5262,148.27,0.78,Shale,0
15/9-17,1847.88,72.03,2.0458,0.5015,148.33,0.785,Shale,0
15/9-17,1848.03,69.72,2.0503,0.4896,148.45,0.792,Shale,0
15/9-17,1848.18,63.13,2.0575,0.4795,148.35,0.796,Shale,0
15/9-17,1848.33,67.47,2.0653,0.4818,147.89,0.8,Shale,0
15/9-17,1848.49,69.28,2.0614,0.4883,147.77,0.802,Shale,0
15/9-17,1848.64,73.53,2.0571,0.5058,148.05,0.798,Shale,0
15/9-17,1848.79,75.42,2.0434,0.4996,148.4,0.792,Shale,0
15/9-17,1848.94,77.21,2.041,0.4928,148.68,0.785,Shale,0
15/9-17,1849.09,77.87,2.041,0.5023,149.19,0.78,Shale,0
15/9-17,1849.25,74.63,2.046,0.492,149.19,0.775,Shale,0
15/9-17,1849.4,75.2,2.0436,0.4856,148.75,0.77,Shale,0
15/9-17,1849.55,75.85,2.0365,0.471,148.78,0.762,Shale,0
15/9-17,1849.7,75.37,2.0335,0.4865,148.63,0.753,Shale,0
15/9-17,1849.85,77.79,2.03,0.4874,148.34,0.744,Shale,0
15/9-17,1850.01,75.73,2.0228,0.4893,147.3,0.739,Shale,0
15/9-17,1850.16,74.72,2.0199,0.4971,146.11,0.742,Shale,0
15/9-17,1850.31,75.7,2.0195,0.5094,145.19,0.746,Shale,0
15/9-17,1850.46,77.52,2.0292,0.5145,144.26,0.757,Shale,0
15/9-17,1850.61,77.11,2.0314,0.5095,143.18,0.784,Shale,0
15/9-17,1850.77,69.57,2.0456,0.4832,141.29,0.81,Shale,0
15/9-17,1850.92,64.02,2.06,0.4664,138.75,0.815,Shale,0
15/9-17,1851.07,60.57,2.0799,0.4533,136.66,0.815,Shale,0
15/9-17,1851.22,63.17,2.084,0.4716,136.13,0.817,Shale,0
15/9-17,1851.37,67.45,2.0777,0.4899,137.76,0.821,Shale,0
15/9-17,1851.53,67.41,2.062,0.4962,140.41,0.83,Shale,0
15/9-17,1851.68,69.73,2.0492,0.4935,142.17,0.815,Shale,0
15/9-17,1851.83,72.02,2.0422,0.4803,143.59,0.786,Shale,0
15/9-17,1851.98,77.99,2.0379,0.4856,144.42,0.768,Shale,0
15/9-17,1852.13,74.89,2.0339,0.489,144.43,0.759,Shale,0
15/9-17,1852.29,71.42,2.024,0.5004,144.91,0.756,Shale,0
15/9-17,1852.44,70.71,2.0169,0.4953,147.43,0.758,Shale,0
15/9-17,1852.59,72.5,2.0172,0.481,148.46,0.763,Shale,0
15/9-17,1852.74,76.02,2.0237,0.4874,148.33,0.768,Shale,0
15/9-17,1852.89,77.75,2.03,0.4865,148.33,0.768,Shale,0
15/9-17,1853.05,75.15,2.0343,0.5066,147.79,0.77,Shale,0
15/9-17,1853.2,68.53,2.0412,0.5055,147.83,0.771,Shale,0
15/9-17,1853.35,62.46,2.0445,0.5059,148.49,0.77,Shale,0
15/9-17,1853.5,64.34,2.0404,0.4839,149.14,0.769,Shale,0
15/9-17,1853.65,65.26,2.0256,0.4674,149.71,0.771,Shale,0
15/9-17,1853.81,67.77,2.0111,0.4729,149.86,0.774,Shale,0
15/9-17,1853.96,67.99,2.0064,0.489,149.46,0.772,Shale,0
15/9-17,1854.11,73.58,2.0044,0.4991,149.07,0.766,Shale,0
15/9-17,1854.26,75.72,2.0039,0.501,147.86,0.758,Shale,0
15/9-17,1854.41,73.89,2.0039,0.501,147.37,0.755,Shale,0
15/9-17,1854.57,72.13,2.0068,0.5014,146.77,0.764,Shale,0
15/9-17,1854.72,69.65,2.0093,0.5109,144.95,0.787,Shale,0
15/9-17,1854.87,68.24,2.0128,0.5082,137.66,0.813,Shale,0
15/9-17,1855.02,64.44,2.0312,0.4842,126.17,0.828,Shale,0
15/9-17,1855.17,63.88,2.082,0.4632,123.93,0.827,Shale,0
15/9-17,1855.33,65.82,2.1451,0.4594,122.54,0.822,Shale,0
15/9-17,1855.48,66.12,2.1719,0.4877,122.82,0.819,Shale,0
15/9-17,1855.63,69.69,2.1271,0.4902,129.24,0.821,Shale,0
15/9-17,1855.78,74.11,2.0709,0.4948,139.64,0.813,Shale,0
15/9-17,1855.93,76.29,2.0368,0.4997,143.95,0.791,Shale,0
15/9-17,1856.09,72.76,2.0265,0.5033,144.79,0.767,Shale,0
15/9-17,1856.24,67.56,2.0268,0.504,145.21,0.75,Shale,0
15/9-17,1856.39,65.59,2.0287,0.505,144.67,0.742,Shale,0
15/9-17,1856.54,65.11,2.0279,0.519,144.43,0.745,Shale,0
15/9-17,1856.69,67.0,2.0301,0.5261,146.27,0.758,Shale,0
15/9-17,1856.85,70.2,2.0313,0.5203,147.3,0.771,Shale,0
15/9-17,1857.0,75.91,2.0354,0.5187,148.45,0.783,Shale,0
15/9-17,1857.15,76.73,2.0385,0.5266,149.33,0.792,Shale,0
15/9-17,1857.3,75.42,2.0404,0.5252,149.29,0.797,Shale,0
15/9-17,1857.45,71.62,2.0437,0.5056,148.68,0.798,Shale,0
15/9-17,1857.61,69.99,2.0436,0.4831,147.73,0.798,Shale,0
15/9-17,1857.76,71.97,2.0457,0.4864,147.38,0.797,Shale,0
15/9-17,1857.91,75.12,2.0401,0.5079,148.22,0.796,Shale,0
15/9-17,1858.06,74.15,2.0331,0.5133,148.86,0.796,Shale,0
15/9-17,1858.21,72.74,2.0259,0.5055,148.38,0.795,Shale,0
15/9-17,1858.37,67.98,2.0207,0.4895,146.59,0.796,Shale,0
15/9-17,1858.52,70.04,2.0141,0.496,143.33,0.799,Shale,0
15/9-17,1858.67,68.57,1.9815,0.4947,140.11,0.796,Shale,0
15/9-17,1858.82,65.88,1.8877,0.4866,139.43,0.787,Shale,0
15/9-17,1858.97,62.16,1.8082,0.488,139.74,0.783,Shale,0
15/9-17,1859.13,61.56,1.7867,0.4966,140.17,0.78,Shale,0
15/9-17,1859.28,63.07,1.7735,0.5098,141.01,0.785,Shale,0
15/9-17,1859.43,61.77,1.7115,0.5205,142.75,0.799,Shale,0
15/9-17,1859.58,58.39,1.6383,0.5306,144.46,0.81,Shale,0
15/9-17,1859.73,58.17,1.6438,0.5425,145.57,0.812,Shale,0
15/9-17,1859.89,63.21,1.7415,0.5215,145.18,0.809,Shale,0
15/9-17,1860.04,69.12,1.8784,0.5041,142.83,0.804,Shale,0
15/9-17,1860.19,72.63,1.9692,0.488,139.64,0.797,Shale,0
15/9-17,1860.34,71.92,2.0071,0.4944,137.58,0.794,Shale,0
15/9-17,1860.49,69.97,2.0219,0.4837,136.86,0.795,Shale,0
15/9-17,1860.65,70.46,2.0305,0.4803,138.58,0.798,Shale,0
15/9-17,1860.8,73.78,2.042,0.4865,140.83,0.799,Shale,0
15/9-17,1860.95,74.95,2.0568,0.5034,142.17,0.797,Shale,0
15/9-17,1861.1,75.66,2.0662,0.5152,142.69,0.791,Shale,0
15/9-17,1861.25,77.81,2.0609,0.4982,142.81,0.782,Shale,0
15/9-17,1861.41,79.42,2.0505,0.4891,142.78,0.768,Shale,0
15/9-17,1861.56,78.32,2.0445,0.481,142.6,0.755,Shale,0
15/9-17,1861.71,75.88,2.0454,0.4872,142.69,0.75,Shale,0
15/9-17,1861.86,76.96,2.048,0.4939,142.58,0.756,Shale,0
15/9-17,1862.01,77.18,2.0415,0.4997,141.49,0.776,Shale,0
15/9-17,1862.17,72.01,2.0372,0.497,137.97,0.809,Shale,0
15/9-17,1863.53,69.38,2.0477,0.5128,142.49,0.766,Shale,0
15/9-17,1863.69,67.07,2.048,0.5179,142.58,0.75,Shale,0
15/9-17,1863.84,68.08,2.0511,0.5174,142.57,0.755,Shale,0
15/9-17,1863.99,70.2,2.0492,0.5172,142.54,0.779,Shale,0
15/9-17,1864.14,71.76,2.04,0.5248,141.99,0.81,Shale,0
15/9-17,1864.29,69.16,2.0342,0.5199,139.45,0.834,Shale,0
15/9-17,1864.45,66.55,2.0695,0.5213,135.22,0.85,Shale,0
15/9-17,1864.6,64.19,2.1229,0.5248,133.17,0.859,Shale,0
15/9-17,1864.75,62.95,2.1728,0.5327,132.66,0.86,Shale,0
15/9-17,1864.9,63.79,2.164,0.5216,132.94,0.855,Shale,0
15/9-17,1865.05,63.97,2.1239,0.4918,134.8,0.852,Shale,0
15/9-17,1865.21,62.97,2.0881,0.4942,137.93,0.842,Shale,0
15/9-17,1865.36,61.5,2.0626,0.5093,141.89,0.825,Shale,0
15/9-17,1865.51,62.09,2.0544,0.5275,144.94,0.811,Shale,0
15/9-17,1865.66,64.4,2.0549,0.5228,143.91,0.796,Shale,0
15/9-17,1865.81,66.3,2.0577,0.5223,140.38,0.791,Shale,0
15/9-17,1865.97,66.04,2.0631,0.5256,140.14,0.801,Shale,0
15/9-17,1866.12,63.48,2.1118,0.5102,142.64,0.81,Shale,0
15/9-17,1866.27,62.05,2.1966,0.4848,144.07,0.814,Shale,0
15/9-17,1866.42,64.3,2.2372,0.4642,143.19,0.819,Shale,0
15/9-17,1866.57,71.05,2.1819,0.4709,143.62,0.828,Shale,0
15/9-17,1866.73,75.46,2.0904,0.4868,145.15,0.838,Shale,0
15/9-17,1866.88,74.45,2.0496,0.5019,145.89,0.841,Shale,0
15/9-17,1867.03,71.61,2.0458,0.5011,146.81,0.827,Shale,0
15/9-17,1867.18,70.26,2.047,0.4909,146.39,0.805,Shale,0
15/9-17,1867.33,71.62,2.0457,0.4947,144.84,0.781,Shale,0
15/9-17,1867.49,72.92,2.044,0.5059,144.88,0.759,Shale,0
15/9-17,1867.64,73.84,2.0429,0.5043,146.03,0.744,Shale,0
15/9-17,1867.79,74.31,2.043,0.495,145.81,0.735,Shale,0
15/9-17,1867.94,75.58,2.044,0.4972,144.79,0.728,Shale,0
15/9-17,1868.09,78.9,2.0491,0.4974,143.74,0.724,Shale,0
15/9-17,1868.25,78.96,2.0567,0.4894,143.14,0.722,Shale,0
15/9-17,1868.4,77.28,2.0666,0.4752,142.46,0.724,Shale,0
15/9-17,1868.55,77.09,2.0743,0.4747,140.72,0.733,Shale,0
15/9-17,1868.7,76.12,2.0822,0.4792,136.68,0.753,Shale,0
15/9-17,1868.85,72.96,2.1125,0.4729,129.64,0.77,Shale,0
15/9-17,1869.01,67.98,2.1601,0.4654,122.38,0.77,Shale,0
15/9-17,1869.16,66.43,2.1766,0.4723,118.35,0.767,Shale,0
15/9-17,1869.31,68.09,2.1379,0.4803,118.54,0.775,Shale,0
15/9-17,1869.46,68.81,2.0901,0.4806,123.17,0.788,Shale,0
15/9-17,1869.61,69.88,2.0751,0.4782,131.32,0.796,Shale,0
15/9-17,1869.77,68.96,2.081,0.4738,137.56,0.793,Shale,0
15/9-17,1869.92,68.39,2.083,0.4705,139.82,0.786,Shale,0
15/9-17,1870.07,70.15,2.0763,0.4681,141.53,0.782,Shale,0
15/9-17,1870.22,71.33,2.0675,0.4793,143.14,0.78,Shale,0
15/9-17,1870.37,72.43,2.0617,0.4974,145.08,0.78,Shale,0
15/9-17,1870.53,71.58,2.0576,0.5123,146.24,0.786,Shale,0
15/9-17,1870.68,70.74,2.0502,0.5109,145.07,0.796,Shale,0
15/9-17,1870.83,71.32,2.0384,0.5039,142.53,0.806,Shale,0
15/9-17,1870.98,71.49,2.0323,0.4891,139.95,0.818,Shale,0
15/9-17,1871.13,69.23,2.0331,0.4967,138.59,0.831,Shale,0
15/9-17,1871.29,64.6,2.0397,0.5144,138.78,0.844,Shale,0
15/9-17,1871.44,62.51,2.0485,0.5107,140.35,0.856,Shale,0
15/9-17,1871.59,64.36,2.0589,0.4928,142.15,0.866,Shale,0
15/9-17,1871.74,66.41,2.0673,0.4738,141.74,0.874,Shale,0
15/9-17,1871.89,69.03,2.0667,0.4891,139.82,0.876,Shale,0
15/9-17,1872.05,73.57,2.0601,0.5028,138.41,0.872,Shale,0
15/9-17,1872.2,76.02,2.0521,0.511,137.76,0.859,Shale,0
15/9-17,1872.35,76.57,2.0488,0.513,138.01,0.836,Shale,0
15/9-17,1872.5,76.7,2.0497,0.5091,139.67,0.803,Shale,0
15/9-17,1872.65,74.68,2.0533,0.511,142.58,0.773,Shale,0
15/9-17,1872.81,71.23,2.0592,0.5127,144.85,0.754,Shale,0
15/9-17,1872.96,66.72,2.0642,0.5043,145.99,0.746,Shale,0
15/9-17,1873.11,66.94,2.0714,0.4999,146.45,0.746,Shale,0
15/9-17,1873.26,67.7,2.0815,0.4975,146.66,0.749,Shale,0
15/9-17,1873.41,69.01,2.0917,0.4895,147.2,0.752,Shale,0
15/9-17,1873.57,71.67,2.098,0.4781,147.43,0.756,Shale,0
15/9-17,1873.72,74.97,2.0899,0.4673,146.75,0.76,Shale,0
15/9-17,1873.87,76.09,2.0747,0.4769,146.0,0.764,Shale,0
15/9-17,1874.02,76.13,2.0612,0.4773,145.84,0.765,Shale,0
15/9-17,1874.17,75.2,2.0542,0.4766,146.28,0.762,Shale,0
15/9-17,1874.33,75.58,2.05,0.4752,147.09,0.757,Shale,0
15/9-17,1874.48,76.28,2.048,0.4814,147.6,0.752,Shale,0
15/9-17,1874.63,75.71,2.0493,0.4842,147.63,0.748,Shale,0
15/9-17,1874.78,73.24,2.0575,0.4858,147.55,0.747,Shale,0
15/9-17,1874.93,69.91,2.0645,0.4877,147.35,0.746,Shale,0
15/9-17,1875.09,68.22,2.0637,0.4797,147.09,0.748,Shale,0
15/9-17,1875.24,68.56,2.0587,0.4748,146.72,0.751,Shale,0
15/9-17,1875.39,69.75,2.055,0.4665,146.57,0.752,Shale,0
15/9-17,1875.54,69.96,2.0609,0.4708,146.52,0.751,Shale,0
15/9-17,1875.69,69.71,2.0667,0.4749,146.49,0.747,Shale,0
15/9-17,1875.85,67.71,2.0673,0.4699,146.67,0.74,Shale,0
15/9-17,1876.0,64.73,2.0625,0.4671,146.74,0.73,Shale,0
15/9-17,1876.15,62.49,2.0625,0.471,146.08,0.719,Shale,0
15/9-17,1876.3,62.44,2.0632,0.4923,145.38,0.717,Shale,0
15/9-17,1876.45,67.54,2.063,0.5001,145.82,0.723,Shale,0
15/9-17,1876.61,71.26,2.0598,0.4983,146.4,0.732,Shale,0
15/9-17,1876.76,72.78,2.0702,0.4926,146.89,0.753,Shale,0
15/9-17,1876.91,67.45,2.1298,0.4973,145.01,0.775,Shale,0
15/9-17,1877.06,60.97,2.2602,0.5,136.9,0.774,Shale,0
15/9-17,1877.67,63.02,2.1049,0.4641,134.2,0.745,Shale,0
15/9-17,1877.82,68.73,2.0352,0.4877,143.76,0.75,Shale,0
15/9-17,1877.97,71.33,2.0352,0.4879,148.19,0.737,Shale,0
15/9-17,1878.13,75.86,2.0325,0.4729,148.01,0.704,Shale,0
15/9-17,1878.28,79.22,2.0267,0.4533,147.86,0.674,Shale,0
15/9-17,1878.43,75.88,2.0327,0.4499,148.02,0.656,Shale,0
15/9-17,1878.58,69.11,2.0522,0.4752,147.98,0.65,Shale,0
15/9-17,1878.73,65.95,2.0671,0.4977,147.9,0.653,Shale,0
15/9-17,1878.89,67.19,2.0749,0.5,148.28,0.664,Shale,0
15/9-17,1879.04,66.28,2.0697,0.4799,148.26,0.673,Shale,0
15/9-17,1879.19,65.89,2.0606,0.476,148.28,0.673,Shale,0
15/9-17,1879.34,68.91,2.0489,0.4847,148.24,0.664,Shale,0
15/9-17,1879.49,73.96,2.0398,0.4873,148.34,0.652,Shale,0
15/9-17,1879.65,71.88,2.0377,0.5038,147.66,0.649,Shale,0
15/9-17,1879.8,67.32,2.0397,0.509,146.87,0.66,Shale,0
15/9-17,1879.95,61.05,2.041,0.5067,147.51,0.682,Shale,0
15/9-17,1880.1,56.6,2.0404,0.484,146.87,0.72,Shale,0
15/9-17,1880.25,51.15,2.0439,0.4758,142.65,0.753,Shale,0
15/9-17,1880.41,45.1,2.0839,0.4721,133.69,0.75,Shale,0
15/9-17,1881.47,69.81,2.0181,0.5097,147.4,0.696,Shale,0
15/9-17,1881.62,71.56,2.0228,0.4893,146.92,0.655,Shale,0
15/9-17,1881.77,70.33,2.0313,0.4753,147.07,0.638,Shale,0
15/9-17,1881.93,68.58,2.0324,0.4778,147.88,0.638,Shale,0
15/9-17,1882.08,65.2,2.0357,0.4849,148.03,0.644,Shale,0
15/9-17,1882.23,61.04,2.0392,0.496,147.81,0.651,Shale,0
15/9-17,1882.38,61.11,2.048,0.5003,147.48,0.655,Shale,0
15/9-17,1882.53,60.77,2.0576,0.5376,146.94,0.654,Shale,0
15/9-17,1882.69,61.78,2.0579,0.541,146.55,0.648,Shale,0
15/9-17,1882.84,60.91,2.0446,0.5228,146.53,0.642,Shale,0
15/9-17,1882.99,64.13,2.0232,0.5175,146.95,0.642,Shale,0
15/9-17,1883.14,63.34,2.0102,0.5133,147.62,0.641,Shale,0
15/9-17,1883.29,65.05,2.0079,0.5317,148.4,0.643,Shale,0
15/9-17,1883.45,62.5,2.0177,0.535,148.41,0.648,Shale,0
15/9-17,1883.6,65.38,2.0317,0.5347,147.47,0.651,Shale,0
15/9-17,1883.75,64.96,2.0415,0.5237,147.09,0.652,Shale,0
15/9-17,1883.9,65.98,2.0474,0.5234,147.25,0.656,Shale,0
15/9-17,1884.05,67.08,2.0425,0.5428,147.61,0.66,Shale,0
15/9-17,1884.21,70.99,2.0415,0.5426,147.55,0.661,Shale,0
15/9-17,1884.36,72.22,2.0439,0.5409,147.34,0.662,Shale,0
15/9-17,1884.51,72.74,2.0487,0.5292,147.46,0.664,Shale,0
15/9-17,1884.66,69.06,2.0547,0.5249,147.38,0.664,Shale,0
15/9-17,1884.81,66.58,2.0551,0.5094,147.56,0.661,Shale,0
15/9-17,1884.97,62.37,2.0557,0.5029,147.42,0.659,Shale,0
15/9-17,1885.12,65.0,2.051,0.5109,147.46,0.66,Shale,0
15/9-17,1885.27,67.16,2.0432,0.4926,147.32,0.664,Shale,0
15/9-17,1885.42,69.05,2.0392,0.4708,147.37,0.668,Shale,0
15/9-17,1885.57,64.82,2.049,0.4644,147.29,0.673,Shale,0
15/9-17,1885.73,64.87,2.0608,0.4823,147.41,0.674,Shale,0
15/9-17,1885.88,66.61,2.0754,0.4937,147.87,0.669,Shale,0
15/9-17,1886.03,69.46,2.0703,0.4865,148.09,0.667,Shale,0
15/9-17,1886.18,68.26,2.0597,0.472,148.48,0.666,Shale,0
15/9-17,1886.33,67.17,2.0472,0.4778,148.04,0.666,Shale,0
15/9-17,1886.49,67.28,2.0399,0.5067,147.21,0.662,Shale,0
15/9-17,1886.64,65.57,2.036,0.525,146.35,0.658,Shale,0
15/9-17,1886.79,63.57,2.038,0.5509,143.72,0.657,Shale,0
15/9-17,1886.94,60.58,2.0336,0.5297,140.78,0.663,Shale,0
15/9-17,1887.09,61.17,2.0356,0.5089,139.95,0.676,Shale,0
15/9-17,1887.25,61.11,2.0393,0.483,142.42,0.69,Shale,0
15/9-17,1887.4,61.29,2.0499,0.4891,145.65,0.699,Shale,0
15/9-17,1887.55,62.18,2.054,0.5043,146.29,0.702,Shale,0
15/9-17,1887.7,64.1,2.0511,0.5102,144.43,0.703,Shale,0
15/9-17,1887.85,63.95,2.053,0.5178,141.31,0.704,Shale,0
15/9-17,1888.01,65.11,2.0543,0.5122,138.91,0.7,Shale,0
15/9-17,1888.16,65.19,2.05,0.5096,139.2,0.694,Shale,0
15/9-17,1888.31,67.06,2.0361,0.501,141.77,0.686,Shale,0
15/9-17,1888.46,65.49,2.031,0.5243,145.41,0.677,Shale,0
15/9-17,1888.61,65.84,2.0293,0.5316,146.97,0.667,Shale,0
15/9-17,1888.77,65.71,2.0293,0.535,147.18,0.657,Shale,0
15/9-17,1888.92,63.77,2.0299,0.5289,147.33,0.647,Shale,0
15/9-17,1889.07,65.29,2.0357,0.5305,147.63,0.639,Shale,0
15/9-17,1889.22,65.37,2.05,0.5358,147.73,0.635,Shale,0
15/9-17,1889.37,64.31,2.0572,0.525,147.59,0.634,Shale,0
15/9-17,1889.53,62.04,2.0588,0.5044,147.28,0.636,Shale,0
15/9-17,1889.68,60.44,2.0477,0.4924,147.19,0.643,Shale,0
15/9-17,1889.83,66.37,2.0399,0.489,147.29,0.649,Shale,0
15/9-17,1889.98,66.62,2.0321,0.4984,147.39,0.656,Shale,0
15/9-17,1890.13,68.1,2.0244,0.513,147.38,0.662,Shale,0
15/9-17,1890.29,65.32,2.0173,0.5175,147.27,0.666,Shale,0
15/9-17,1890.44,66.42,2.0164,0.511,147.17,0.673,Shale,0
15/9-17,1890.59,65.2,2.0217,0.5108,147.25,0.68,Shale,0
15/9-17,1890.74,66.78,2.0239,0.5194,147.66,0.687,Shale,0
15/9-17,1890.89,68.56,2.0271,0.5065,147.32,0.692,Shale,0
15/9-17,1891.05,70.3,2.0252,0.4933,146.57,0.695,Shale,0
15/9-17,1891.2,71.5,2.0239,0.4697,146.29,0.698,Shale,0
15/9-17,1891.35,70.72,2.0269,0.494,145.92,0.698,Shale,0
15/9-17,1891.5,68.08,2.0241,0.491,145.5,0.695,Shale,0
15/9-17,1891.65,68.25,2.0291,0.5036,145.55,0.691,Shale,0
15/9-17,1891.81,68.74,2.0269,0.4968,145.93,0.686,Shale,0
15/9-17,1891.96,68.17,2.0226,0.4952,145.94,0.683,Shale,0
15/9-17,1892.11,63.52,2.0144,0.5039,145.67,0.684,Shale,0
15/9-17,1892.26,62.38,2.0041,0.5046,146.02,0.686,Shale,0
15/9-17,1892.41,64.06,2.0073,0.51,145.86,0.692,Shale,0
15/9-17,1892.57,67.82,2.0216,0.5042,145.86,0.7,Shale,0
15/9-17,1892.72,64.11,2.0401,0.5108,146.14,0.707,Shale,0
15/9-17,1892.87,62.3,2.0295,0.5123,146.61,0.706,Shale,0
15/9-17,1893.02,58.64,2.0106,0.5216,146.47,0.703,Shale,0
15/9-17,1893.17,59.01,1.9993,0.5136,146.65,0.694,Shale,0
15/9-17,1893.33,58.28,1.9911,0.5177,146.45,0.689,Shale,0
15/9-17,1893.48,60.37,1.9902,0.5128,146.44,0.683,Shale,0
15/9-17,1893.63,59.94,1.9905,0.5026,147.41,0.677,Shale,0
15/9-17,1893.78,60.69,1.994,0.4986,147.85,0.67,Shale,0
15/9-17,1893.93,60.38,1.9927,0.494,147.86,0.664,Shale,0
15/9-17,1894.09,62.28,2.0008,0.5047,147.72,0.661,Shale,0
15/9-17,1894.24,64.12,2.0123,0.5024,147.14,0.661,Shale,0
15/9-17,1894.39,65.23,2.022,0.5089,146.43,0.662,Shale,0
15/9-17,1894.54,68.98,2.0293,0.5107,145.73,0.666,Shale,0
15/9-17,1894.69,71.71,2.0289,0.5106,145.27,0.666,Shale,0
15/9-17,1894.85,72.04,2.0215,0.5092,145.58,0.667,Shale,0
15/9-17,1895.0,71.26,2.022,0.5009,145.48,0.669,Shale,0
15/9-17,1895.15,63.04,2.032,0.4983,145.25,0.672,Shale,0
15/9-17,1895.3,61.48,2.0433,0.4948,145.01,0.675,Shale,0
15/9-17,1895.45,63.93,2.0506,0.4878,144.92,0.676,Shale,0
15/9-17,1895.61,67.26,2.0467,0.4991,145.1,0.676,Shale,0
15/9-17,1895.76,66.02,2.0428,0.5029,144.9,0.676,Shale,0
15/9-17,1895.91,64.86,2.0371,0.5226,145.13,0.672,Shale,0
15/9-17,1896.06,66.34,2.0373,0.5131,145.36,0.67,Shale,0
15/9-17,1896.21,69.13,2.0429,0.4991,145.48,0.672,Shale,0
15/9-17,1896.37,69.13,2.0389,0.487,145.37,0.672,Shale,0
15/9-17,1896.52,67.14,2.0311,0.4933,145.06,0.672,Shale,0
15/9-17,1896.67,67.61,2.0234,0.515,145.35,0.671,Shale,0
15/9-17,1896.82,69.78,2.0234,0.5275,145.5,0.669,Shale,0
15/9-17,1896.97,68.34,2.0231,0.5137,146.13,0.668,Shale,0
15/9-17,1897.13,70.25,2.0098,0.5107,145.67,0.667,Shale,0
15/9-17,1897.28,70.43,2.0078,0.4801,145.62,0.667,Shale,0
15/9-17,1897.43,75.22,2.0118,0.487,145.84,0.668,Shale,0
15/9-17,1897.58,72.25,2.0234,0.4631,145.72,0.668,Shale,0
15/9-17,1897.73,72.75,2.0254,0.478,145.51,0.668,Shale,0
15/9-17,1897.89,72.62,2.0293,0.4804,145.38,0.668,Shale,0
15/9-17,1898.04,68.88,2.0254,0.4687,145.61,0.668,Shale,0
15/9-17,1898.19,71.05,2.0215,0.4644,145.92,0.668,Shale,0
15/9-17,1898.34,65.91,2.0176,0.4732,145.87,0.667,Shale,0
15/9-17,1898.49,69.22,2.0215,0.5067,146.07,0.665,Shale,0
15/9-17,1898.65,65.24,2.0195,0.5406,145.97,0.663,Shale,0
15/9-17,1898.8,69.0,2.0195,0.5242,145.85,0.66,Shale,0
15/9-17,1898.95,69.8,2.0195,0.5213,145.73,0.661,Shale,0
15/9-17,1899.1,70.06,2.0271,0.4852,145.61,0.661,Shale,0
15/9-17,1899.25,71.01,2.0293,0.4982,145.39,0.662,Shale,0
15/9-17,1899.41,71.98,2.0236,0.4786,145.25,0.663,Shale,0
15/9-17,1899.56,73.82,2.0272,0.488,144.93,0.665,Shale,0
15/9-17,1899.71,72.42,2.0292,0.4841,145.53,0.667,Shale,0
15/9-17,1899.86,65.67,2.035,0.4996,145.6,0.672,Shale,0
15/9-17,1900.01,62.91,2.0314,0.5183,145.6,0.677,Shale,0
15/9-17,1900.17,63.2,2.0275,0.5213,145.51,0.679,Shale,0
15/9-17,1900.32,65.58,2.0255,0.5055,145.8,0.678,Shale,0
15/9-17,1900.47,63.33,2.0291,0.4932,145.87,0.676,Shale,0
15/9-17,1900.62,61.01,2.0256,0.5062,146.18,0.676,Shale,0
15/9-17,1900.77,64.98,2.031,0.5119,146.53,0.679,Shale,0
15/9-17,1900.93,66.43,2.0257,0.4978,146.79,0.684,Shale,0
15/9-17,1901.08,67.86,2.0272,0.4721,147.07,0.691,Shale,0
15/9-17,1901.23,67.76,2.0218,0.4681,146.4,0.695,Shale,0
15/9-17,1901.38,71.63,2.0178,0.499,146.22,0.694,Shale,0
15/9-17,1901.53,80.13,2.0213,0.5064,146.21,0.696,Shale,0
15/9-17,1901.69,79.81,2.0308,0.5058,146.21,0.697,Shale,0
15/9-17,1901.84,78.29,2.0496,0.4772,146.38,0.698,Shale,0
15/9-17,1901.99,75.69,2.0617,0.4697,145.83,0.699,Shale,0
15/9-17,1902.14,73.94,2.0589,0.4761,145.55,0.698,Shale,0
15/9-17,1902.29,76.3,2.0514,0.4776,145.7,0.694,Shale,0
15/9-17,1902.45,72.93,2.0472,0.5059,146.13,0.689,Shale,0
15/9-17,1902.6,73.83,2.0522,0.5025,146.32,0.685,Shale,0
15/9-17,1902.75,75.94,2.0527,0.5081,146.54,0.684,Shale,0
15/9-17,1902.9,75.78,2.051,0.4932,146.98,0.682,Shale,0
15/9-17,1903.05,73.53,2.0419,0.5019,147.26,0.685,Shale,0
15/9-17,1903.21,71.44,2.0322,0.506,147.64,0.685,Shale,0
15/9-17,1903.36,73.29,2.0241,0.5049,147.23,0.684,Shale,0
15/9-17,1903.51,73.39,2.0234,0.4948,147.06,0.682,Shale,0
15/9-17,1903.66,71.63,2.0322,0.5121,146.93,0.679,Shale,0
15/9-17,1903.81,69.08,2.042,0.509,146.73,0.674,Shale,0
15/9-17,1903.97,70.6,2.0447,0.5188,146.89,0.672,Shale,0
